Date,Day_of_Week,Academic_Period,Is_Weekend,Meal,Portions_Prepared,Portions_Sold,Waste_Portions,Waste_Pct,Price_UGX,Revenue_UGX,Ingredient_Cost_UGX,Waste_Cost_UGX,Gross_Profit_UGX,Posho_Flour_kg,Beans_kg,Cooking_Oil_L,Matooke_kg,Groundnuts_kg,Rice_kg,Chicken_kg,Offal_kg,Onions_kg,Irish_Potatoes_kg,Eggs_units,Wheat_Flour_kg,Cabbage_kg,Tomatoes_kg
2025-01-18,Saturday,Xmas_Break,True,Posho & Beans,5,4,1,20.0,"3,000","12,000","5,402","1,401","5,197",1.3,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-18,Saturday,Xmas_Break,True,Matooke & Groundnut Stew,64,54,10,15.6,"4,000","216,000","116,189","22,320","77,491",0.0,0.0,2.0,25.8,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-18,Saturday,Xmas_Break,True,Rice & Chicken,50,45,5,10.0,"6,000","270,000","178,032","20,520","71,448",0.0,0.0,2.0,0.0,0.0,10.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-18,Saturday,Xmas_Break,True,Katogo (Offal+Matoke),13,12,1,7.7,"3,500","42,000","20,406","1,764","19,830",0.0,0.0,0.0,4.6,0.0,0.0,0.0,1.9,0.6,0.0,0.0,0.0,0.0,0.0
2025-01-18,Saturday,Xmas_Break,True,Chips & Eggs,5,5,0,0.0,"4,500","22,500","11,279",0,"11,221",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.3,0.0,0.0,0.0
2025-01-18,Saturday,Xmas_Break,True,Rolex,15,12,3,20.0,"2,500","30,000","12,436","3,225","14,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.6,0.7,0.6
2025-01-19,Sunday,Xmas_Break,True,Posho & Beans,43,42,1,2.3,"3,000","126,000","56,724","1,401","67,875",11.2,6.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,Sunday,Xmas_Break,True,Matooke & Groundnut Stew,5,4,1,20.0,"4,000","16,000","8,607","2,232","5,161",0.0,0.0,0.2,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,Sunday,Xmas_Break,True,Rice & Chicken,5,4,1,20.0,"6,000","24,000","15,825","4,104","4,071",0.0,0.0,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,Sunday,Xmas_Break,True,Katogo (Offal+Matoke),5,4,1,20.0,"3,500","14,000","6,802","1,764","5,434",0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0
2025-01-19,Sunday,Xmas_Break,True,Chips & Eggs,18,17,1,5.6,"4,500","76,500","38,348","2,340","35,812",0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.6,27.5,0.0,0.0,0.0
2025-01-19,Sunday,Xmas_Break,True,Rolex,150,129,21,14.0,"2,500","322,500","133,683","22,575","166,242",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.4,14.6,7.5,6.0
2025-01-20,Monday,Xmas_Break,False,Posho & Beans,69,54,15,21.7,"3,000","162,000","72,930","21,015","68,055",17.8,9.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,Monday,Xmas_Break,False,Matooke & Groundnut Stew,83,69,14,16.9,"4,000","276,000","148,464","31,248","96,288",0.0,0.0,2.6,31.8,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,Monday,Xmas_Break,False,Rice & Chicken,61,53,8,13.1,"6,000","318,000","209,682","32,832","75,486",0.0,0.0,2.3,0.0,0.0,12.2,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,Monday,Xmas_Break,False,Katogo (Offal+Matoke),5,4,1,20.0,"3,500","14,000","6,802","1,764","5,434",0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0
2025-01-20,Monday,Xmas_Break,False,Chips & Eggs,14,13,1,7.1,"4,500","58,500","29,325","2,340","26,835",0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.1,21.3,0.0,0.0,0.0
2025-01-20,Monday,Xmas_Break,False,Rolex,5,5,0,0.0,"2,500","12,500","5,182",0,"7,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.5,0.2,0.2
2025-01-21,Tuesday,Xmas_Break,False,Posho & Beans,44,39,5,11.4,"3,000","117,000","52,672","7,005","57,323",10.8,6.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,Tuesday,Xmas_Break,False,Matooke & Groundnut Stew,94,91,3,3.2,"4,000","364,000","195,800","6,696","161,504",0.0,0.0,2.8,39.3,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,Tuesday,Xmas_Break,False,Rice & Chicken,27,24,3,11.1,"6,000","144,000","94,950","12,312","36,738",0.0,0.0,1.0,0.0,0.0,5.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,Tuesday,Xmas_Break,False,Katogo (Offal+Matoke),40,33,7,17.5,"3,500","115,500","56,116","12,348","47,036",0.0,0.0,0.0,14.3,0.0,0.0,0.0,6.1,2.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,Tuesday,Xmas_Break,False,Chips & Eggs,34,30,4,11.8,"4,500","135,000","67,673","9,360","57,967",0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10.1,49.9,0.0,0.0,0.0
2025-01-21,Tuesday,Xmas_Break,False,Rolex,5,4,1,20.0,"2,500","10,000","4,145","1,075","4,780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.3,0.2
2025-01-22,Wednesday,Xmas_Break,False,Posho & Beans,12,10,2,16.7,"3,000","30,000","13,506","2,802","13,692",3.0,1.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,Wednesday,Xmas_Break,False,Matooke & Groundnut Stew,5,4,1,20.0,"4,000","16,000","8,607","2,232","5,161",0.0,0.0,0.2,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,Wednesday,Xmas_Break,False,Rice & Chicken,39,31,8,20.5,"6,000","186,000","122,644","32,832","30,524",0.0,0.0,1.5,0.0,0.0,7.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,Wednesday,Xmas_Break,False,Katogo (Offal+Matoke),10,8,2,20.0,"3,500","28,000","13,604","3,528","10,868",0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0
2025-01-22,Wednesday,Xmas_Break,False,Chips & Eggs,61,47,14,23.0,"4,500","211,500","106,021","32,760","72,719",0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,91.7,0.0,0.0,0.0
2025-01-22,Wednesday,Xmas_Break,False,Rolex,193,182,11,5.7,"2,500","455,000","188,607","11,825","254,568",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.6,18.6,9.6,7.4
2025-01-23,Thursday,Xmas_Break,False,Posho & Beans,5,5,0,0.0,"3,000","15,000","6,753",0,"8,247",1.2,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,Thursday,Xmas_Break,False,Matooke & Groundnut Stew,45,35,10,22.2,"4,000","140,000","75,308","22,320","42,372",0.0,0.0,1.4,18.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,Thursday,Xmas_Break,False,Rice & Chicken,20,16,4,20.0,"6,000","96,000","63,300","16,416","16,284",0.0,0.0,0.8,0.0,0.0,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,Thursday,Xmas_Break,False,Katogo (Offal+Matoke),41,37,4,9.8,"3,500","129,500","62,918","7,056","59,526",0.0,0.0,0.0,14.5,0.0,0.0,0.0,6.1,2.1,0.0,0.0,0.0,0.0,0.0
2025-01-23,Thursday,Xmas_Break,False,Chips & Eggs,59,50,9,15.3,"4,500","225,000","112,788","21,060","91,152",0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,86.8,0.0,0.0,0.0
2025-01-23,Thursday,Xmas_Break,False,Rolex,35,29,6,17.1,"2,500","72,500","30,053","6,450","35,997",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,3.6,1.7,1.4
2025-01-24,Friday,Xmas_Break,False,Posho & Beans,105,84,21,20.0,"3,000","252,000","113,447","29,421","109,132",25.9,15.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24,Friday,Xmas_Break,False,Matooke & Groundnut Stew,5,4,1,20.0,"4,000","16,000","8,607","2,232","5,161",0.0,0.0,0.2,2.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24,Friday,Xmas_Break,False,Rice & Chicken,5,5,0,0.0,"6,000","30,000","19,781",0,"10,219",0.0,0.0,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24,Friday,Xmas_Break,False,Katogo (Offal+Matoke),27,24,3,11.1,"3,500","84,000","40,812","5,292","37,896",0.0,0.0,0.0,9.4,0.0,0.0,0.0,4.2,1.4,0.0,0.0,0.0,0.0,0.0
2025-01-24,Friday,Xmas_Break,False,Chips & Eggs,46,43,3,6.5,"4,500","193,500","96,998","7,020","89,482",0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,13.9,67.2,0.0,0.0,0.0
2025-01-24,Friday,Xmas_Break,False,Rolex,5,4,1,20.0,"2,500","10,000","4,145","1,075","4,780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.5,0.3,0.2
2025-01-25,Saturday,Xmas_Break,True,Posho & Beans,60,48,12,20.0,"3,000","144,000","64,827","16,812","62,361",14.7,8.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-25,Saturday,Xmas_Break,True,Matooke & Groundnut Stew,8,8,0,0.0,"4,000","32,000","17,213",0,"14,787",0.0,0.0,0.2,3.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-25,Saturday,Xmas_Break,True,Rice & Chicken,14,11,3,21.4,"6,000","66,000","43,519","12,312","10,169",0.0,0.0,0.5,0.0,0.0,2.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-25,Saturday,Xmas_Break,True,Katogo (Offal+Matoke),42,36,6,14.3,"3,500","126,000","61,218","10,584","54,198",0.0,0.0,0.0,14.9,0.0,0.0,0.0,6.5,2.2,0.0,0.0,0.0,0.0,0.0
2025-01-25,Saturday,Xmas_Break,True,Chips & Eggs,45,40,5,11.1,"4,500","180,000","90,230","11,700","78,070",0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,13.7,65.8,0.0,0.0,0.0
2025-01-25,Saturday,Xmas_Break,True,Rolex,5,5,0,0.0,"2,500","12,500","5,182",0,"7,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.5,0.2,0.2
2025-01-26,Sunday,Xmas_Break,True,Posho & Beans,5,4,1,20.0,"3,000","12,000","5,402","1,401","5,197",1.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-26,Sunday,Xmas_Break,True,Matooke & Groundnut Stew,5,4,1,20.0,"4,000","16,000","8,607","2,232","5,161",0.0,0.0,0.2,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-26,Sunday,Xmas_Break,True,Rice & Chicken,18,14,4,22.2,"6,000","84,000","55,388","16,416","12,196",0.0,0.0,0.7,0.0,0.0,3.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-26,Sunday,Xmas_Break,True,Katogo (Offal+Matoke),28,22,6,21.4,"3,500","77,000","37,411","10,584","29,005",0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.1,1.4,0.0,0.0,0.0,0.0,0.0
2025-01-26,Sunday,Xmas_Break,True,Chips & Eggs,5,4,1,20.0,"4,500","18,000","9,023","2,340","6,637",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6,7.6,0.0,0.0,0.0
2025-01-26,Sunday,Xmas_Break,True,Rolex,46,40,6,13.0,"2,500","100,000","41,452","6,450","52,098",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,4.7,2.3,1.8
2025-01-27,Monday,Xmas_Break,False,Posho & Beans,32,28,4,12.5,"3,000","84,000","37,816","5,604","40,580",8.0,4.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-27,Monday,Xmas_Break,False,Matooke & Groundnut Stew,24,22,2,8.3,"4,000","88,000","47,336","4,464","36,200",0.0,0.0,0.7,10.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-27,Monday,Xmas_Break,False,Rice & Chicken,61,57,4,6.6,"6,000","342,000","225,507","16,416","100,077",0.0,0.0,2.4,0.0,0.0,12.1,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-27,Monday,Xmas_Break,False,Katogo (Offal+Matoke),50,42,8,16.0,"3,500","147,000","71,421","14,112","61,467",0.0,0.0,0.0,17.7,0.0,0.0,0.0,7.3,2.5,0.0,0.0,0.0,0.0,0.0
2025-01-27,Monday,Xmas_Break,False,Chips & Eggs,61,59,2,3.3,"4,500","265,500","133,090","4,680","127,730",0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,19.0,88.0,0.0,0.0,0.0
2025-01-27,Monday,Xmas_Break,False,Rolex,72,68,4,5.6,"2,500","170,000","70,468","4,300","95,232",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1,7.2,3.5,2.8
2025-01-28,Tuesday,Xmas_Break,False,Posho & Beans,58,51,7,12.1,"3,000","153,000","68,879","9,807","74,314",14.2,8.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-28,Tuesday,Xmas_Break,False,Matooke & Groundnut Stew,44,41,3,6.8,"4,000","164,000","88,218","6,696","69,086",0.0,0.0,1.3,17.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-28,Tuesday,Xmas_Break,False,Rice & Chicken,6,4,2,33.3,"6,000","24,000","15,825","8,208",-33,0.0,0.0,0.2,0.0,0.0,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-28,Tuesday,Xmas_Break,False,Katogo (Offal+Matoke),42,33,9,21.4,"3,500","115,500","56,116","15,876","43,508",0.0,0.0,0.0,14.2,0.0,0.0,0.0,6.5,2.1,0.0,0.0,0.0,0.0,0.0
2025-01-28,Tuesday,Xmas_Break,False,Chips & Eggs,51,44,7,13.7,"4,500","198,000","99,253","16,380","82,367",0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,14.5,79.5,0.0,0.0,0.0
2025-01-28,Tuesday,Xmas_Break,False,Rolex,140,106,34,24.3,"2,500","265,000","109,848","36,550","118,602",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.7,13.6,6.9,5.4
2025-01-29,Wednesday,Xmas_Break,False,Posho & Beans,62,47,15,24.2,"3,000","141,000","63,477","21,015","56,508",15.8,9.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-29,Wednesday,Xmas_Break,False,Matooke & Groundnut Stew,95,82,13,13.7,"4,000","328,000","176,435","29,016","122,549",0.0,0.0,2.9,37.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-29,Wednesday,Xmas_Break,False,Rice & Chicken,47,32,15,31.9,"6,000","192,000","126,600","61,560","3,840",0.0,0.0,1.9,0.0,0.0,9.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-29,Wednesday,Xmas_Break,False,Katogo (Offal+Matoke),25,22,3,12.0,"3,500","77,000","37,411","5,292","34,297",0.0,0.0,0.0,8.5,0.0,0.0,0.0,3.8,1.2,0.0,0.0,0.0,0.0,0.0
2025-01-29,Wednesday,Xmas_Break,False,Chips & Eggs,5,4,1,20.0,"4,500","18,000","9,023","2,340","6,637",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,7.4,0.0,0.0,0.0
2025-01-29,Wednesday,Xmas_Break,False,Rolex,5,5,0,0.0,"2,500","12,500","5,182",0,"7,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.5,0.2,0.2
2025-01-30,Thursday,Xmas_Break,False,Posho & Beans,107,105,2,1.9,"3,000","315,000","141,809","2,802","170,389",27.4,15.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-30,Thursday,Xmas_Break,False,Matooke & Groundnut Stew,37,32,5,13.5,"4,000","128,000","68,853","11,160","47,987",0.0,0.0,1.1,14.9,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-30,Thursday,Xmas_Break,False,Rice & Chicken,5,4,1,20.0,"6,000","24,000","15,825","4,104","4,071",0.0,0.0,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-30,Thursday,Xmas_Break,False,Katogo (Offal+Matoke),35,29,6,17.1,"3,500","101,500","49,314","10,584","41,602",0.0,0.0,0.0,12.1,0.0,0.0,0.0,5.1,1.7,0.0,0.0,0.0,0.0,0.0
2025-01-30,Thursday,Xmas_Break,False,Chips & Eggs,64,48,16,25.0,"4,500","216,000","108,276","37,440","70,284",0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,19.2,95.5,0.0,0.0,0.0
2025-01-30,Thursday,Xmas_Break,False,Rolex,108,92,16,14.8,"2,500","230,000","95,340","17,200","117,460",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5,11.3,5.4,4.5
2025-01-31,Friday,Xmas_Break,False,Posho & Beans,52,46,6,11.5,"3,000","138,000","62,126","8,406","67,468",13.3,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-31,Friday,Xmas_Break,False,Matooke & Groundnut Stew,29,23,6,20.7,"4,000","92,000","49,488","13,392","29,120",0.0,0.0,0.9,11.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-31,Friday,Xmas_Break,False,Rice & Chicken,5,4,1,20.0,"6,000","24,000","15,825","4,104","4,071",0.0,0.0,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-31,Friday,Xmas_Break,False,Katogo (Offal+Matoke),70,63,7,10.0,"3,500","220,500","107,131","12,348","101,021",0.0,0.0,0.0,25.5,0.0,0.0,0.0,10.1,3.4,0.0,0.0,0.0,0.0,0.0
2025-01-31,Friday,Xmas_Break,False,Chips & Eggs,59,49,10,16.9,"4,500","220,500","110,532","23,400","86,568",0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,18.5,84.1,0.0,0.0,0.0
2025-01-31,Friday,Xmas_Break,False,Rolex,64,53,11,17.2,"2,500","132,500","54,924","11,825","65,751",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.8,6.7,3.1,2.6
2025-02-01,Saturday,Sem1_Teaching,True,Posho & Beans,154,120,34,22.1,"3,000","360,000","162,068","47,634","150,298",39.7,23.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,Saturday,Sem1_Teaching,True,Matooke & Groundnut Stew,80,73,7,8.8,"4,000","292,000","157,070","15,624","119,306",0.0,0.0,2.5,32.9,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,Saturday,Sem1_Teaching,True,Rice & Chicken,103,94,9,8.7,"6,000","564,000","371,888","36,936","155,176",0.0,0.0,4.2,0.0,0.0,19.6,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,Saturday,Sem1_Teaching,True,Katogo (Offal+Matoke),76,61,15,19.7,"3,500","213,500","103,730","26,460","83,310",0.0,0.0,0.0,25.8,0.0,0.0,0.0,11.2,3.7,0.0,0.0,0.0,0.0,0.0
2025-02-01,Saturday,Sem1_Teaching,True,Chips & Eggs,58,57,1,1.7,"4,500","256,500","128,578","2,340","125,582",0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,16.9,86.2,0.0,0.0,0.0
2025-02-01,Saturday,Sem1_Teaching,True,Rolex,106,98,8,7.5,"2,500","245,000","101,557","8,600","134,843",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.7,10.1,5.1,4.1
2025-02-02,Sunday,Sem1_Teaching,True,Posho & Beans,108,90,18,16.7,"3,000","270,000","121,551","25,218","123,231",27.6,16.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,Sunday,Sem1_Teaching,True,Matooke & Groundnut Stew,15,13,2,13.3,"4,000","52,000","27,971","4,464","19,565",0.0,0.0,0.5,5.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,Sunday,Sem1_Teaching,True,Rice & Chicken,128,97,31,24.2,"6,000","582,000","383,757","127,224","71,019",0.0,0.0,5.3,0.0,0.0,24.9,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,Sunday,Sem1_Teaching,True,Katogo (Offal+Matoke),64,53,11,17.2,"3,500","185,500","90,126","19,404","75,970",0.0,0.0,0.0,21.5,0.0,0.0,0.0,9.3,3.3,0.0,0.0,0.0,0.0,0.0
2025-02-02,Sunday,Sem1_Teaching,True,Chips & Eggs,64,57,7,10.9,"4,500","256,500","128,578","16,380","111,542",0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,18.8,92.3,0.0,0.0,0.0
2025-02-02,Sunday,Sem1_Teaching,True,Rolex,106,94,12,11.3,"2,500","235,000","97,412","12,900","124,688",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.6,11.0,5.0,4.0
2025-02-03,Monday,Sem1_Teaching,False,Posho & Beans,195,172,23,11.8,"3,000","516,000","232,297","32,223","251,480",47.4,28.7,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,Monday,Sem1_Teaching,False,Matooke & Groundnut Stew,151,132,19,12.6,"4,000","528,000","284,018","42,408","201,574",0.0,0.0,4.4,57.4,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,Monday,Sem1_Teaching,False,Rice & Chicken,137,135,2,1.5,"6,000","810,000","534,095","8,208","267,697",0.0,0.0,5.7,0.0,0.0,26.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,Monday,Sem1_Teaching,False,Katogo (Offal+Matoke),106,92,14,13.2,"3,500","322,000","156,446","24,696","140,858",0.0,0.0,0.0,35.6,0.0,0.0,0.0,16.5,5.1,0.0,0.0,0.0,0.0,0.0
2025-02-03,Monday,Sem1_Teaching,False,Chips & Eggs,116,93,23,19.8,"4,500","418,500","209,786","53,820","154,894",0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,33.6,179.1,0.0,0.0,0.0
2025-02-03,Monday,Sem1_Teaching,False,Rolex,221,179,42,19.0,"2,500","447,500","185,498","45,150","216,852",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.5,22.0,11.4,9.1
2025-02-04,Tuesday,Sem1_Teaching,False,Posho & Beans,162,141,21,13.0,"3,000","423,000","190,430","29,421","203,149",41.0,25.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,Tuesday,Sem1_Teaching,False,Matooke & Groundnut Stew,129,125,4,3.1,"4,000","500,000","268,956","8,928","222,116",0.0,0.0,3.8,54.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,Tuesday,Sem1_Teaching,False,Rice & Chicken,85,67,18,21.2,"6,000","402,000","265,069","73,872","63,059",0.0,0.0,3.5,0.0,0.0,16.4,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,Tuesday,Sem1_Teaching,False,Katogo (Offal+Matoke),95,73,22,23.2,"3,500","255,500","124,136","38,808","92,556",0.0,0.0,0.0,33.9,0.0,0.0,0.0,14.7,4.5,0.0,0.0,0.0,0.0,0.0
2025-02-04,Tuesday,Sem1_Teaching,False,Chips & Eggs,141,117,24,17.0,"4,500","526,500","263,924","56,160","206,416",0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,41.5,221.1,0.0,0.0,0.0
2025-02-04,Tuesday,Sem1_Teaching,False,Rolex,55,45,10,18.2,"2,500","112,500","46,634","10,750","55,116",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,5.6,2.7,2.3
2025-02-05,Wednesday,Sem1_Teaching,False,Posho & Beans,82,70,12,14.6,"3,000","210,000","94,539","16,812","98,649",20.6,12.9,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-05,Wednesday,Sem1_Teaching,False,Matooke & Groundnut Stew,99,79,20,20.2,"4,000","316,000","169,980","44,640","101,380",0.0,0.0,3.1,38.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-05,Wednesday,Sem1_Teaching,False,Rice & Chicken,87,76,11,12.6,"6,000","456,000","300,675","45,144","110,181",0.0,0.0,3.5,0.0,0.0,16.8,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-05,Wednesday,Sem1_Teaching,False,Katogo (Offal+Matoke),154,130,24,15.6,"3,500","455,000","221,064","42,336","191,600",0.0,0.0,0.0,56.4,0.0,0.0,0.0,22.0,7.9,0.0,0.0,0.0,0.0,0.0
2025-02-05,Wednesday,Sem1_Teaching,False,Chips & Eggs,132,122,10,7.6,"4,500","549,000","275,203","23,400","250,397",0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,41.1,199.2,0.0,0.0,0.0
2025-02-05,Wednesday,Sem1_Teaching,False,Rolex,339,283,56,16.5,"2,500","707,500","293,273","60,200","354,027",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.4,35.1,17.8,14.1
2025-02-06,Thursday,Sem1_Teaching,False,Posho & Beans,244,242,2,0.8,"3,000","726,000","326,836","2,802","396,362",58.9,35.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
